vin,person_id,start_day,office,make,model,rank,eligibility_ok,availability_ok,start_day_ok,geo_office_match,short_model_class,powertrain
00000000CHASVW1D4,5108,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,B,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,5410,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,6006,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,617,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,620,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,B,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,6385,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,7276,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,735,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,7723,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,8219,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,8297,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,83,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,B,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,8614,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,C,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,8681,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,B,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,9102,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,914,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,B,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,9579,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,9624,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,9669,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A+,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,972,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,B,True,True,True,True,Sedan,Gas
00000000CHASVW1D4,992,2025-09-22,Los Angeles,Volkswagen,ID.4 1st Edition,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,10761,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,1126,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,1129,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,12348,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,12379,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,12439,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A+,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,12775,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,13042,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,13065,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,1372,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,13866,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,13985,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,1402,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,14409,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,14550,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,14924,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,C,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,1601,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,16690,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,1679,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,17947,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,Pending,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,1840,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,18740,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,1952,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,235,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,2365,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,237,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,2440,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,2699,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,2947,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,299,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,3400,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,341,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,4056,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,4084,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,4124,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,4145,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,4235,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,4283,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,4932,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,5108,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,5410,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,6006,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,617,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,620,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,6385,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,7276,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,735,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,7723,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,8219,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,8297,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,83,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,8614,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,C,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,8681,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,9102,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,914,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,9579,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,9624,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,9669,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A+,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,972,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,B,True,True,True,True,Sedan,Gas
1V2FE2CA4SC203839,992,2025-09-22,Los Angeles,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,10761,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,1126,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,1129,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,12348,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,12379,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,12439,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A+,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,12775,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,13042,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,13065,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,1372,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,13866,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,13985,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,1402,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,14409,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,14550,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,14924,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,C,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,1601,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,16690,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,1679,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,17947,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,Pending,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,1840,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,18740,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,1952,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,235,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,2365,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,237,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,2440,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,2699,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,2947,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,299,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,3400,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,341,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,4056,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,4084,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,4124,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,4145,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,4235,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,4283,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,4932,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,5108,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,5410,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,6006,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,617,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,620,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,6385,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,7276,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,735,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,7723,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,8219,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,8297,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,83,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,8614,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,C,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,8681,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,9102,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,914,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,9579,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,9624,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,9669,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A+,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,972,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA0SC516536,992,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL Prem 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA5SC518055,10761,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA5SC518055,1126,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA5SC518055,1129,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL 4MOTION,B,True,True,True,True,Sedan,Gas
1V2FR2CA5SC518055,12348,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL 4MOTION,A,True,True,True,True,Sedan,Gas
1V2FR2CA5SC518055,12379,2025-09-22,Los Angeles,Volkswagen,Atlas 2.0T SEL 4MOTION,A,True,True,True,True,Sedan,Gas
